fighter,fight_url,event_date,career_fights_before,career_wins,career_losses,career_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,career_win_by_ko,career_win_by_sub,career_win_by_dec,avg_scorecard_margin,career_avg_kd,career_avg_sig_str_landed,career_avg_sig_str_att,career_avg_sig_str_pct,career_avg_total_str_landed,career_avg_total_str_att,career_avg_td_landed,career_avg_td_att,career_avg_td_pct,career_avg_sub_att,career_avg_reversals,career_avg_ctrl_seconds,career_avg_head_landed,career_avg_head_att,career_avg_body_landed,career_avg_body_att,career_avg_leg_landed,career_avg_leg_att,career_avg_distance_landed,career_avg_distance_att,career_avg_clinch_landed,career_avg_clinch_att,career_avg_ground_landed,career_avg_ground_att,weight_class,std_career_avg_kd,std_career_avg_sig_str_landed,std_career_avg_sig_str_att,std_career_avg_sig_str_pct,std_career_avg_total_str_landed,std_career_avg_total_str_att,std_career_avg_td_landed,std_career_avg_td_att,std_career_avg_td_pct,std_career_avg_sub_att,std_career_avg_reversals,std_career_avg_ctrl_seconds,std_career_avg_head_landed,std_career_avg_head_att,std_career_avg_body_landed,std_career_avg_body_att,std_career_avg_leg_landed,std_career_avg_leg_att,std_career_avg_distance_landed,std_career_avg_distance_att,std_career_avg_clinch_landed,std_career_avg_clinch_att,std_career_avg_ground_landed,std_career_avg_ground_att,career_style,height_cms,reach_cms,age,fighter_rank_wc,fighter_rank_pfp
Tanner Boser,http://www.ufcstats.com/fight-details/d40eae4425092219,2021-06-26,6,3,3,0,0,2,2,2,0,1,-2.5,0.16666666666666666,14.0,27.333333333333332,0.52,15.0,28.666666666666668,0.0,0.0,,0.0,0.0,3.5,4.666666666666667,16.666666666666668,1.8333333333333333,2.0,7.5,8.666666666666666,13.5,26.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,Heavyweight,0.01824612574794557,-0.3068877032367585,-0.41693595826758595,0.3070923031392933,-0.8668938709188996,-0.7902197302599415,-0.6581597014183431,-0.8165217235140467,,-0.48785696079507734,-0.460251024178976,-0.9802918313854405,-1.2745889691940107,-0.8594721667895847,-0.6726096543520106,-0.9344838653213605,2.2420430025740474,2.1454661384758063,0.5082431531261014,0.12432349862329568,-1.0735102312795746,-1.0111657409836727,-0.8278207621478185,-0.8006779162698153,Sniper,187.96,190.5,29.9,15.0,
Tanner Boser,http://www.ufcstats.com/fight-details/3cbd3565dd631cc4,2022-09-17,7,4,3,0,1,0,2,3,0,1,-2.5,0.14285714285714285,15.571428571428571,31.0,0.5128571428571428,16.428571428571427,32.142857142857146,0.0,0.0,,0.0,0.0,3.0,4.571428571428571,18.428571428571427,2.857142857142857,3.4285714285714284,8.142857142857142,9.142857142857142,15.142857142857142,30.285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,Heavyweight,-0.099868574351613,-0.014155554416787747,-0.0977636121242303,0.2232005343739997,-0.6760702412511265,-0.5247606336985199,-0.6581597014183431,-0.8165217235140467,,-0.48785696079507734,-0.460251024178976,-0.9906812068058232,-1.29799831318462,-0.6710925304201273,-0.09278495074470476,-0.30776817406733115,2.5470353593007315,2.3354016491268026,0.8082823660173682,0.4297251802087874,-1.0989044793284601,-1.0471428912692342,-0.8359746492690122,-0.8058949543006692,Sniper,187.96,190.5,31.13,15.0,
Tanner Boser,http://www.ufcstats.com/fight-details/995e79b951da945b,2023-04-15,8,4,4,0,0,1,2,3,0,1,-3.0,0.125,15.5,30.0,0.53,18.25,33.25,0.0,0.0,,0.0,0.125,9.875,5.25,18.25,2.75,3.25,7.5,8.5,14.75,29.0,0.375,0.625,0.375,0.375,Light Heavyweight,-0.4909305853992055,-0.09429506885480098,-0.2262698474558663,0.3605079250424891,-0.40619817920866313,-0.43582951836905137,-0.7981682352769542,-0.9541250190045913,,-0.6824219125686428,1.1107947954708188,-1.0084840591464492,-1.1526613518722897,-0.6682252531892893,-0.2725498677199299,-0.4819529525089435,2.4284515820531523,2.2040742653368186,0.7029278719323988,0.30224752443846264,-1.1465883193875008,-1.185447897609696,-0.9084172813387094,-0.9402059526054933,Sniper,187.96,190.5,31.7,15.0,
Tanner Boser,http://www.ufcstats.com/fight-details/2c0496a5f39ab8a4,2023-08-05,9,4,5,0,0,2,2,3,0,1,-3.0,0.1111111111111111,14.333333333333334,28.444444444444443,0.5055555555555555,16.77777777777778,31.333333333333332,0.0,0.0,,0.0,0.1111111111111111,8.777777777777779,5.222222222222222,17.88888888888889,2.4444444444444446,3.0,6.666666666666667,7.555555555555555,13.666666666666666,27.555555555555557,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.3333333333333333,Light Heavyweight,-0.5572970898397352,-0.30507376972130784,-0.3651269101928899,0.05904644115186135,-0.615530403593743,-0.6005479641752243,-0.7981682352769542,-0.9541250190045913,,-0.6824219125686428,0.9342333272616988,-1.040194167065571,-1.159326046588894,-0.7054122585613961,-0.4183318426688178,-0.5720803590720865,2.0114934952068015,1.8106454401413146,0.4885047254396816,0.1665967574942413,-1.1670845692320806,-1.2115736367359025,-0.930139996078983,-0.9552606677784203,Sniper,187.96,190.5,32.01,15.0,
Tanner Boser,http://www.ufcstats.com/fight-details/85c7a0f44aa3e10a,2026-04-18,10,5,5,0,1,0,2,3,0,2,-1.0,0.1,16.2,32.7,0.501,18.9,36.3,0.0,0.0,,0.0,0.1,9.1,6.4,21.1,2.9,3.7,6.9,7.9,15.1,31.2,0.8,1.2,0.3,0.3,Heavyweight,-0.3124750345308184,0.10293730511120049,0.05021629381496206,0.08394019822361477,-0.3459453619258786,-0.20730064561890263,-0.6581597014183431,-0.8165217235140467,,-0.48785696079507734,1.3767515929040488,-0.8639308266771542,-0.8485389085649209,-0.38546827095184105,-0.06851321896579438,-0.1886921927290654,1.9573834696291428,1.8396699663277032,0.8004552561158569,0.5034825674596233,-0.8246466004004972,-0.8096936993845292,-0.7821589942691342,-0.7714625032970339,Sniper,,,,,
Tarec Saffiedine,http://www.ufcstats.com/fight-details/44c6d87116bb3a10,2016-01-30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,177.8,29.4,11.0,
Tarec Saffiedine,http://www.ufcstats.com/fight-details/a78ccbb549d36ddd,2016-05-29,1,1,0,0,1,0,1,0,0,1,3.0,0.0,18.0,45.0,0.4,19.0,46.0,0.0,0.0,,0.0,0.0,0.0,9.0,35.0,6.0,7.0,3.0,3.0,12.0,38.0,6.0,7.0,0.0,0.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,177.8,29.73,10.0,
Tarec Saffiedine,http://www.ufcstats.com/fight-details/3d07a533feca7458,2016-12-30,2,1,1,0,0,1,1,0,0,1,-1.0,0.0,12.0,30.0,0.4,16.0,34.0,0.0,0.0,,0.0,0.0,3.5,6.0,23.5,4.0,4.5,2.0,2.0,9.0,25.0,3.0,5.0,0.0,0.0,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,177.8,177.8,30.32,12.0,
Tarec Saffiedine,http://www.ufcstats.com/fight-details/a69a155a25b84679,2017-06-17,3,1,2,0,0,2,1,0,0,1,-2.3333333333333335,0.0,15.333333333333334,32.0,0.47000000000000003,18.0,34.666666666666664,0.6666666666666666,1.3333333333333333,0.5,0.0,0.0,24.0,9.666666666666666,25.666666666666668,4.333333333333333,5.0,1.3333333333333333,1.3333333333333333,10.666666666666666,25.333333333333332,4.666666666666667,6.666666666666667,0.0,0.0,Welterweight,-0.932850729649274,-0.09034196315270579,-0.26179480429933766,0.09953645444983586,-0.4680804057667895,-0.5676380233867039,0.6819628730119982,0.37244241402685047,0.21505503043431043,-0.6797030620674588,-0.5453110449652812,-0.5996930840174964,0.05512858829267287,-0.07009267402966396,0.571012970313757,0.02904241910602377,-0.8509665750027925,-0.9829497995556978,-0.2036483333194825,-0.3122175313906487,1.7960196785343867,1.8381063031544795,-0.9779364511752913,-1.0035782990581021,Sniper,177.8,177.8,30.78,11.0,
Tateki Matsuda,http://www.ufcstats.com/fight-details/a4a78ec539238a5f,2015-01-18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,,28.89,,
Tatiana Suarez,http://www.ufcstats.com/fight-details/f8b9b5ee3d4a8ac3,2016-07-08,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ultimate Fighter 23 Women'S Strawweight Tournament Title,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,167.64,25.55,,
Tatiana Suarez,http://www.ufcstats.com/fight-details/5db3e2fdd18129a4,2017-11-11,1,1,0,1,1,0,1,0,1,0,,0.0,16.0,19.0,0.84,38.0,43.0,3.0,3.0,1.0,1.0,0.0,179.0,15.0,18.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,17.0,Women'S Strawweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,167.64,26.9,,
Tatiana Suarez,http://www.ufcstats.com/fight-details/24f2d2dd9fea5d79,2018-05-19,2,2,0,1,2,0,2,0,1,1,10.0,0.0,18.5,25.0,0.755,41.0,52.5,2.0,2.5,0.75,0.5,0.0,208.0,15.0,20.0,1.5,2.0,2.0,3.0,2.5,6.5,1.0,1.5,15.0,17.0,Women'S Strawweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,165.1,167.64,27.41,12.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/fd61e6146f3b2942,2018-09-08,3,3,0,1,3,0,3,0,2,1,10.0,0.0,13.0,19.666666666666668,0.5766666666666667,28.666666666666668,38.666666666666664,2.0,2.6666666666666665,0.7200000000000001,0.6666666666666666,0.0,172.33333333333334,10.333333333333334,15.666666666666666,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,7.0,0.6666666666666666,1.0,10.333333333333334,11.666666666666666,Women'S Strawweight,-0.4691345882734509,-0.7938530207550911,-1.4660308871615437,1.3449747406533268,0.3825014105472897,-0.8772445631104748,3.218418919774613,1.8141784379016974,0.7984945168883572,1.2063521512331348,-0.5774131995546163,2.811481343695895,-0.13960100405943415,-1.3025112232199836,-1.3351530131693368,-1.2852566930593134,-0.6898638113715317,-0.6130940631070605,-1.9127458284643528,-1.8862787775126946,-1.1363422663310832,-1.0960673523729705,3.893221593803989,3.276361294867126,BJJ,165.1,167.64,27.72,9.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/56403d0fd259c5d9,2019-06-08,4,4,0,1,4,0,4,1,2,1,10.0,0.0,18.25,25.0,0.6375,35.5,45.25,2.25,2.75,0.79,0.5,0.0,198.5,14.5,20.0,2.25,3.0,1.5,2.0,2.0,6.25,1.0,1.25,15.25,17.5,Women'S Strawweight,-0.4691345882734509,0.09380345931173238,-1.0822513206334277,2.0541010205123498,1.4330395887478538,-0.35848607199246557,3.748726193710722,1.9124085032136922,1.0494717568938559,0.7476617463412265,-0.5774131995546163,3.475372085057464,0.9291732200984413,-0.9229417656110197,-0.751201891230363,-0.8573718484593841,-0.7787903035867147,-0.7495011718973352,-1.9127458284643528,-1.9408803474412897,-0.9904877218754455,-1.0138744293352773,6.216995653892704,5.430987081130876,BJJ,165.1,167.64,28.47,2.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/5737084215c45792,2023-02-25,5,5,0,1,5,0,5,1,2,2,6.5,0.0,18.0,26.0,0.622,34.0,44.8,2.2,3.2,0.712,0.4,0.0,214.4,13.2,20.0,3.2,3.8,1.6,2.2,2.0,6.6,0.8,1.0,15.2,18.4,Women'S Flyweight,-0.46580381356488576,-0.11765000115122806,-1.2458126990059382,1.9747365133409092,0.872499754377802,-0.6503173994017556,4.732145614482646,3.470246944892686,0.7124001006033222,0.9640509245138914,-0.4838388482139858,3.94871432784092,0.48853864720481505,-1.13651304179175,-0.39813577023497715,-0.687756348682099,-0.8231182492684785,-0.7403141242137904,-2.0079870829693927,-2.1135724439796357,-0.8890263375810721,-0.9791154183274029,7.170552365046186,6.761961605705541,BJJ,165.1,167.64,32.19,3.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/ec2358459ffbe7de,2023-08-05,6,6,0,1,6,0,6,1,3,2,6.5,0.0,16.166666666666668,23.0,0.6633333333333333,32.666666666666664,42.333333333333336,2.0,3.3333333333333335,0.635,0.3333333333333333,0.0,223.0,11.0,16.833333333333332,3.6666666666666665,4.166666666666667,1.5,2.0,1.8333333333333333,5.833333333333333,1.6666666666666667,1.8333333333333333,12.666666666666666,15.333333333333334,Women'S Strawweight,-0.4691345882734509,-0.2584411756354196,-1.2261686580814712,2.3552368379867303,0.9974505880305463,-0.5883157832472795,3.218418919774613,2.600018960397654,0.4937364397388227,0.2889713414493181,-0.5774131995546163,4.096976791937404,0.0314028718058258,-1.2003194461714164,-0.08939061969952598,-0.4829726094344457,-0.7787903035867147,-0.7495011718973352,-1.9435899538270227,-1.9712145529571758,-0.6987786329641704,-0.8220909422473268,4.996029622320667,4.63069750337577,BJJ,165.1,167.64,32.63,10.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/03c2a836d033be8f,2025-02-08,7,7,0,1,7,0,7,1,4,2,6.5,0.0,16.571428571428573,25.857142857142858,0.6314285714285715,30.857142857142858,42.57142857142857,1.8571428571428572,3.0,0.6871428571428572,0.2857142857142857,0.0,205.14285714285714,9.857142857142858,17.0,5.142857142857143,6.857142857142857,1.5714285714285714,2.0,2.857142857142857,9.285714285714286,2.857142857142857,3.4285714285714284,10.857142857142858,13.142857142857142,Ufc Women'S Strawweight Title,-0.9203839876449734,-0.7681733979446159,-1.6140200304613912,2.1086892032091997,0.24128298454784072,-1.1994109022262316,2.634459837622619,1.8903982744111645,0.5594960523506542,0.5147127401544361,-0.9829797667669871,3.6168255246805767,-0.8050111105047948,-1.8238585805460692,0.46533928562115284,0.35149266702760124,-0.8695175500822268,-0.8428839545216812,-2.4650631049407923,-2.3285286085189014,-0.3493204565378623,-0.5063129964863797,1.462847342297192,1.4751257065285597,BJJ,165.1,167.64,34.14,1.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/9474f64347aade7a,2025-09-13,8,7,1,2,0,1,7,1,4,2,1.0,0.0,14.5,22.875,0.5525,29.875,40.5,1.75,2.75,0.7262500000000001,0.25,0.0,203.0,8.625,14.875,4.5,6.125,1.375,1.875,2.5,8.375,2.5,3.0,9.5,11.5,Women'S Strawweight,-0.4691345882734509,-0.5402368835931415,-1.235163491671974,1.0632670404353586,0.5682673079120234,-0.7327801731788771,2.6881116458385037,1.9124085032136922,0.8209031990317052,0.05962613900336389,-0.5774131995546163,3.589544378157861,-0.5777984359641632,-1.3718556433600826,0.29991012825979,0.1454832560717005,-0.845485172748102,-0.8006538376936881,-1.820213452376343,-1.7861758993102705,-0.3341422718250766,-0.4385239680714256,3.4993615836194607,3.2148005581167327,BJJ,165.1,167.64,34.74,2.0,
Tatiana Suarez,http://www.ufcstats.com/fight-details/f506977877074aa6,2026-04-11,9,8,1,2,1,0,7,1,4,3,1.5,0.0,13.666666666666666,21.444444444444443,0.5688888888888889,29.333333333333332,39.333333333333336,1.6666666666666667,3.0,0.6677777777777778,0.2222222222222222,0.0,200.22222222222223,7.666666666666667,13.222222222222221,4.111111111111111,5.888888888888889,1.8888888888888888,2.3333333333333335,2.888888888888889,8.444444444444445,2.3333333333333335,2.7777777777777777,8.444444444444445,10.222222222222221,Women'S Strawweight,-0.4691345882734509,-0.6811347375720025,-1.3381043649855053,1.2543101934567393,0.4849929401278322,-0.8247120576808027,2.511342554526467,2.2070986991496757,0.6112575283128261,-0.01682226181195422,-0.5774131995546163,3.5190676540218138,-0.8236165075204746,-1.5166273275122195,0.11823644587877573,0.06971198150712982,-0.571295155084621,-0.6130940631070605,-1.748243826530113,-1.7811201983909564,-0.4070695440528953,-0.5115843441049306,3.000472237385725,2.742834909697054,BJJ,,,,10.0,
Tatsuro Taira,http://www.ufcstats.com/fight-details/22f1133d02700bb2,2022-05-14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,177.8,22.29,,
Tatsuro Taira,http://www.ufcstats.com/fight-details/fac560495e61d34c,2022-10-15,1,1,0,0,1,0,1,0,0,1,10.0,0.0,13.0,24.0,0.54,15.0,27.0,1.0,5.0,0.2,0.0,0.0,45.0,3.0,13.0,3.0,4.0,7.0,7.0,13.0,24.0,0.0,0.0,0.0,0.0,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,177.8,22.72,,
Tatsuro Taira,http://www.ufcstats.com/fight-details/a26ca06cce403ce2,2023-02-04,2,2,0,0,2,0,2,0,1,1,10.0,0.0,13.0,23.0,0.565,18.0,29.0,1.5,4.5,0.35,0.0,0.0,127.5,6.5,16.0,3.0,3.5,3.5,3.5,10.0,18.5,1.0,1.5,2.0,3.0,Flyweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,177.8,23.02,,
Tatsuro Taira,http://www.ufcstats.com/fight-details/d3a9aceeb7e23580,2023-07-08,3,3,0,0,3,0,3,0,2,1,10.0,0.0,9.0,15.666666666666666,0.71,13.666666666666666,21.0,1.3333333333333333,3.3333333333333335,0.5666666666666667,0.6666666666666666,0.0,161.33333333333334,4.666666666666667,11.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,6.666666666666667,12.333333333333334,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,Catch Weight,-0.8282101968730171,-1.334342643404907,-1.6020758704160323,2.5305110658783265,-1.1651787953864003,-1.620967991734724,1.2870489139155215,1.658255821046462,0.3965820342862285,1.5072776384868471,-0.46850290396802347,2.11394075170705,-1.2907131724515704,-1.5093630936391846,-0.786651643411785,-1.0204645347650536,-0.3461869112478399,-0.5284607543532314,-0.9790421035742795,-1.336977264285404,-0.7501482602867737,-0.7668453802052334,-0.363105505288195,-0.36966120198587793,BJJ,170.18,177.8,23.44,,
Tatsuro Taira,http://www.ufcstats.com/fight-details/84f6de7c99779e5f,2023-12-09,4,4,0,0,4,0,4,0,2,2,8.0,0.0,13.5,19.25,0.7575,19.25,25.5,1.0,2.5,0.5666666666666667,0.5,0.25,161.75,8.0,12.75,1.5,2.25,4.0,4.25,7.75,12.75,0.5,0.75,5.25,5.75,Flyweight,-0.7340979391853497,-0.3116967462331261,-1.2095023902251085,3.152764065516579,-0.3667041626968637,-1.291920357434416,0.8283051573754869,1.1156643567371067,0.3442535921021884,0.8827504964431409,1.0475075521907833,2.288643333740035,-0.23334485299824148,-1.226139407831382,-1.0127513985437047,-0.9819766155735766,0.5735658945892016,0.20724772826439158,-0.7305698041670289,-1.3105460369431785,-0.7182731037955133,-0.7141083432962089,1.3676993959873953,0.8566705563285855,BJJ,170.18,177.8,23.87,,
Tatsuro Taira,http://www.ufcstats.com/fight-details/7f14be4e45bca6bd,2024-06-15,5,5,0,0,5,0,5,1,2,2,8.0,0.0,13.2,19.2,0.732,19.4,26.2,0.8,2.0,0.5666666666666667,0.4,0.2,169.6,8.8,14.0,1.2,1.8,3.2,3.4,6.2,10.4,0.4,0.8,6.6,8.0,Flyweight,-0.7340979391853497,-0.3703510939533956,-1.2139554499557044,2.8747144711486543,-0.346694500243644,-1.2334208246274454,0.46170655100011465,0.6535409434423486,0.3442535921021884,0.5293238425249205,0.7258720259016491,2.4586927724192456,-0.01669091076600584,-1.093724677456851,-1.1881218617018203,-1.1623273028763546,0.11465385849872022,-0.18915943174163308,-1.0393443381176237,-1.5182364478176482,-0.790196129849496,-0.6888639212386153,1.9687827866384717,1.5806085991583672,BJJ,170.18,177.8,24.38,13.0,
Tatsuro Taira,http://www.ufcstats.com/fight-details/998bde5639c61adb,2024-10-12,6,6,0,0,6,0,6,2,2,2,8.0,0.0,13.833333333333334,23.166666666666668,0.6749999999999999,19.166666666666668,29.166666666666668,0.6666666666666666,1.6666666666666667,0.5666666666666667,0.3333333333333333,0.16666666666666666,141.33333333333334,9.666666666666666,18.0,1.3333333333333333,2.0,2.8333333333333335,3.1666666666666665,7.5,14.666666666666666,0.8333333333333334,1.8333333333333333,5.5,6.666666666666667,Flyweight,-0.7340979391853497,-0.24652524876616008,-0.8606793779951065,2.2531918484438793,-0.3778206418375412,-0.9854942332074258,0.21730748008319958,0.34545866791250973,0.3442535921021884,0.2937060732461067,0.5114483417088929,1.846370377514912,0.21801752665224888,-0.6699975402583518,-1.1101794336315467,-1.0821714418528976,-0.09568082470941715,-0.2979770835079928,-0.7803721483526087,-1.1411531486413062,-0.4785296836155711,-0.16714586538168336,1.479011134996854,1.1516082774814596,BJJ,170.18,177.8,24.71,5.0,
Tatsuro Taira,http://www.ufcstats.com/fight-details/282c8c6c1ed82bfb,2025-08-02,7,6,1,0,0,1,6,2,2,2,4.333333333333333,0.0,13.285714285714286,23.0,0.6428571428571429,18.0,28.428571428571427,0.7142857142857143,1.8571428571428572,0.5075,0.2857142857142857,0.14285714285714285,127.42857142857143,9.142857142857142,18.0,1.4285714285714286,2.0,2.7142857142857144,3.0,7.857142857142857,15.714285714285714,0.7142857142857143,1.5714285714285714,4.714285714285714,5.714285714285714,Flyweight,-0.7340979391853497,-0.3535927088904612,-0.8755229104304258,1.902709166467504,-0.533451349807029,-1.0471774140583137,0.3045928625535264,0.521505682500989,0.15067864628347735,0.12540766661838268,0.3582885672854957,1.5451605740916212,0.07616077876209473,-0.6699975402583518,-1.0545062707242083,-1.0821714418528976,-0.16397130627050072,-0.37570397762682106,-0.709225942373209,-1.0485657314328294,-0.5641523336798362,-0.2993785523500302,1.129174240967127,0.8451794762836683,BJJ,170.18,177.8,25.51,6.0,
Tatsuro Taira,http://www.ufcstats.com/fight-details/fbbb9e72900b71f5,2025-12-06,8,7,1,0,1,0,6,2,3,2,4.333333333333333,0.125,12.375,21.25,0.645,17.25,27.125,0.875,1.875,0.606,0.25,0.125,141.0,8.625,16.75,1.25,1.75,2.5,2.75,7.25,14.375,0.625,1.375,4.5,5.5,Flyweight,-0.10961767893842225,-0.5316505501841361,-1.0313800010012777,1.9260746785992622,-0.6334996620731282,-1.1561178705610908,0.5991810283908792,0.538010090118659,0.47294003495631737,-0.0008161383524102773,0.2434187364679478,1.8391495945561342,-0.06408396062930753,-0.8024122706328828,-1.1588934511754676,-1.1823662681322187,-0.2868941730804512,-0.49229431880506364,-0.8301744925381885,-1.1669303272959388,-0.628369321228035,-0.3985530675762903,1.0337641789590195,0.7762329960141653,BJJ,170.18,177.8,25.86,5.0,
Tatsuro Taira,http://www.ufcstats.com/fight-details/c85b530861145935,2026-05-09,9,8,1,0,2,0,6,3,3,2,4.333333333333333,0.1111111111111111,11.222222222222221,19.88888888888889,0.5977777777777777,17.333333333333332,26.88888888888889,0.7777777777777778,1.7777777777777777,0.505,0.2222222222222222,0.2222222222222222,149.0,7.777777777777778,15.666666666666666,1.2222222222222223,1.6666666666666667,2.2222222222222223,2.5555555555555554,6.444444444444445,13.222222222222221,0.6666666666666666,1.5555555555555556,4.111111111111111,5.111111111111111,Ufc Flyweight,0.7071067811865475,-0.7071067811865477,-0.7071067811865476,0.7071067811865485,-0.7071067811865478,-0.7071067811865474,0.7071067811865476,0.7071067811865475,-0.7071067811865474,0.7071067811865476,0.7071067811865476,0.7071067811865475,-0.7071067811865477,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,0.7071067811865476,0.7071067811865476,BJJ,,,,3.0,
Tatsuya Kawajiri,http://www.ufcstats.com/fight-details/c1322d09e8b6efca,2015-06-20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,175.26,37.12,15.0,
Tatsuya Kawajiri,http://www.ufcstats.com/fight-details/ce82f34bc14f7af0,2015-12-11,1,1,0,0,1,0,1,0,0,1,3.0,0.0,7.0,15.0,0.46,12.0,22.0,1.0,6.0,0.16,0.0,0.0,96.0,4.0,11.0,3.0,4.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,175.26,37.59,13.0,
Tatsuya Kawajiri,http://www.ufcstats.com/fight-details/3bd5dbc1598c409d,2016-02-21,2,2,0,0,2,0,2,0,0,2,6.0,0.0,9.0,14.5,0.62,19.0,26.5,1.0,3.5,0.58,0.0,0.0,188.5,7.0,12.0,1.5,2.0,0.5,0.5,4.0,8.5,0.0,0.0,5.0,6.0,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,170.18,175.26,37.79,12.0,
Tatsuya Kawajiri,http://www.ufcstats.com/fight-details/537c77f3b75a75ae,2016-08-06,3,2,1,0,0,1,2,0,0,2,3.0,0.0,7.666666666666667,13.0,0.58,17.666666666666668,24.333333333333332,1.0,3.3333333333333335,0.49666666666666665,0.0,0.3333333333333333,137.0,5.0,9.666666666666666,1.6666666666666667,2.0,1.0,1.3333333333333333,3.6666666666666665,8.333333333333334,0.0,0.0,4.0,4.666666666666667,Featherweight,-0.7929114890939964,-1.5890820508960861,-1.9693205865643697,1.3507418661026218,-0.6134283566528658,-1.5076539752334097,1.081396257252577,2.24580337912088,0.18166832350693748,-0.6707914336576832,2.2300318160904893,2.1062266474075044,-1.136284411289928,-1.7580885362346315,-1.0091345659835997,-1.2396679292171158,-1.0349963616863724,-1.0277463095552928,-1.570949625799846,-1.7982935227798158,-1.1709835152883026,-1.330138039734256,0.6714716403587538,0.4143441959638305,Wrestler,170.18,175.26,38.25,14.0,
Taylor Lapilus,http://www.ufcstats.com/fight-details/8502afcf211973a9,2015-04-11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,185.42,23.01,,
Taylor Lapilus,http://www.ufcstats.com/fight-details/312c742e614f8993,2015-06-20,1,1,0,0,1,0,1,0,0,1,9.0,0.0,31.0,50.0,0.62,36.0,55.0,0.0,0.0,,1.0,0.0,27.0,15.0,31.0,12.0,14.0,4.0,5.0,18.0,37.0,11.0,11.0,2.0,2.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,185.42,23.2,,
Taylor Lapilus,http://www.ufcstats.com/fight-details/83b32e9300fec365,2015-11-21,2,2,0,0,2,0,2,1,0,1,9.0,0.0,25.5,44.0,0.5700000000000001,46.0,65.5,0.0,0.5,0.0,0.5,0.0,80.0,15.0,31.0,7.5,9.5,3.0,3.5,11.5,28.0,13.0,15.0,1.0,1.0,Bantamweight,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,167.64,185.42,23.62,,
